stim,pos,size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,text.started,text.stopped,kbRight.started,kbRight.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fix.started,fix.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rest_image.started,rest_image.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,kbLeft.started,kbLeft.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_2.started,image_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_2.started,text_2.stopped,sbj,hndns,eye,sex,age,edu,session,date,expName,psychopyVersion,frameRate,
70.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,83,200,102,,,,,,,,,,,,,,,,,,,,,1697.4074393999763,None,,,,,,,,,,,,,,,,,,,1697.9069498999743,1697.9570266000228,q,0.35047629999462515,1697.9069498999743,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,84,201,29,,,,,,,,,,,,,,,,,,,,,1698.2736255000345,None,,,,,,,,,,,,,,,,,,,1698.7730819999706,1698.8227389999665,q,0.5673665999202058,1698.7730819999706,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,85,202,35,,,,,,,,,,,,,,,,,,,,,1699.3725266000256,None,,,,,,,,,,,,,,,,,,,1699.872181099956,1699.922013400006,q,0.49228459992446005,1699.872181099956,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,86,203,64,,,,,,,,,,,,,,,,,,,,,1700.3884366999846,None,,,,,,,,,,,,,,,,,,,1700.904502499965,1700.9546534999972,w,0.7007048000814393,1700.904502499965,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,87,204,107,,,,,,,,,,,,,,,,,,,,,1701.6371108000167,None,,,,,,,,,,,,,,,,,,,1702.1367765000323,1702.1865622999612,q,0.7259730000514537,1702.1367765000323,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,88,205,15,,,,,,,,,,,,,,,,,,,,,1702.886236899998,None,,,,,,,,,,,,,,,,,,,1703.3857024000026,1703.4356196000008,q,0.6751268999651074,1703.3857024000026,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,89,206,100,,,,,,,,,,,,,,,,,,,,,1704.0849373999517,None,,,,,,,,,,,,,,,,,,,1704.5841350000119,1704.6344876999501,w,0.6542384000495076,1704.5841350000119,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,90,207,96,,,,,,,,,,,,,,,,,,,,,1705.2670276999706,None,,,,,,,,,,,,,,,,,,,1705.766799999983,1705.8167782999808,q,0.691793099977076,1705.766799999983,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,91,208,23,,,,,,,,,,,,,,,,,,,,,1706.4826086999383,None,,,,,,,,,,,,,,,,,,,1706.9825390999904,1707.0325096999295,w,0.6434730999171734,1706.9825390999904,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,92,209,71,,,,,,,,,,,,,,,,,,,,,1707.6494660000317,None,,,,,,,,,,,,,,,,,,,1708.1646556999767,1708.2150126999477,q,0.622439399943687,1708.1646556999767,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,93,210,9,,,,,,,,,,,,,,,,,,,,,1708.814248300041,None,,,,,,,,,,,,,,,,,,,1709.313793899957,1709.3638058999786,w,0.7470946999965236,1709.313793899957,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,94,211,34,,,,,,,,,,,,,,,,,,,,,1710.0797944000224,None,,,,,,,,,,,,,,,,,,,1710.579318300006,1710.6291519999504,w,0.8276117000496015,1710.579318300006,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,95,212,2,,,,,,,,,,,,,,,,,,,,,1711.4287953999592,None,,,,,,,,,,,,,,,,,,,1711.9280075000133,1711.9778395999456,q,0.6853870000923052,1711.9280075000133,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(4, 0)","(7, 7)",,,,,,,,,,,,,,,,,1,96,213,105,,,,,,,,,,,,,,,,,,,,,1712.644168799976,None,,,,,,,,,,,,,,,,,,,1713.1438327999786,1713.1934640000109,w,0.6620822999393567,1713.1438327999786,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,97,214,37,,,,,,,,,,,,,,,,,,,,,1713.8264723999891,None,,,,,,,,,,,,,,,,,,,1714.3257304999279,1714.3756840999704,w,0.6721129000652581,1714.3257304999279,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,,,,,,,,,1,98,215,104,,,,,,,,,,,,,,,,,,,,,1715.0253821000224,None,,,,,,,,,,,,,,,,,,,1715.525289000012,1715.575194700039,w,0.5965408000629395,1715.525289000012,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,99,216,46,,,,,,,,,,,,,,,,,,,,,1716.141156699974,None,,,,,,,,,,,,,,,,,,,1716.640334900003,1716.6906730999472,q,0.5956839000573382,1716.640334900003,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,100,217,31,,,,,,,,,,,,,,,,,,,,,1717.2569426000118,None,,,,,,,,,,,,,,,,,,,1717.7563743999926,1717.8063306999393,q,1.2264772000489756,1717.7563743999926,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,101,218,75,,,,,,,,,,,,,,,,,,,,,1719.0052879999857,None,,,,,,,,,,,,,,,,,,,1719.504818300018,1719.5546383999754,w,0.9661416000453755,1719.504818300018,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,102,219,73,,,,,,,,,,,,,,,,,,,,,1720.4873905000277,None,,,,,,,,,,,,,,,,,,,1720.9866238000104,1721.0364685000386,q,0.7639883999945596,1720.9866238000104,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(4, 0)","(7, 7)",,,,,,,,,,,,,,,,,1,103,220,40,,,,,,,,,,,,,,,,,,,,,1721.7695327999536,None,,,,,,,,,,,,,,,,,,,1722.2691779999295,1722.319017300033,w,0.6412119000451639,1722.2691779999295,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,104,221,116,,,,,,,,,,,,,,,,,,,,,1722.9349957000231,None,,,,,,,,,,,,,,,,,,,1723.4349555999506,1723.4847055999562,w,0.47801540000364184,1723.4349555999506,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,105,222,114,,,,,,,,,,,,,,,,,,,,,1723.9343479999807,None,,,,,,,,,,,,,,,,,,,1724.433933399967,1724.4838677999796,q,0.6969064999138936,1724.433933399967,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,106,223,55,,,,,,,,,,,,,,,,,,,,,1725.149994699983,None,,,,,,,,,,,,,,,,,,,1725.6492045000196,1725.6993880999507,q,0.6541693999897689,1725.6492045000196,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,107,224,50,,,,,,,,,,,,,,,,,,,,,1726.3321899999864,None,,,,,,,,,,,,,,,,,,,1726.83206289995,1726.8816527000163,q,0.7844832999398932,1726.83206289995,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,108,225,16,,,,,,,,,,,,,,,,,,,,,1727.6479090999346,None,,,,,,,,,,,,,,,,,,,1728.1474471000256,1728.1973734999774,q,0.6743584999348968,1728.1474471000256,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(-4, 0)","(7, 7)",,,,,,,,,,,,,,,,,1,109,226,82,,,,,,,,,,,,,,,,,,,,,1728.8468891000375,None,,,,,,,,,,,,,,,,,,,1729.3462046999484,1729.3965304000303,q,0.6804380000103265,1729.3462046999484,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,110,227,18,,,,,,,,,,,,,,,,,,,,,1730.0455181000289,None,,,,,,,,,,,,,,,,,,,1730.54530420003,1730.5953963999636,q,0.6324171000160277,1730.54530420003,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,111,228,85,,,,,,,,,,,,,,,,,,,,,1731.194425099995,None,,,,,,,,,,,,,,,,,,,1731.6943046000088,1731.744267800008,q,0.7778929999331012,1731.6943046000088,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(-4, 0)","(7, 7)",,,,,,,,,,,,,,,,,1,112,229,56,,,,,,,,,,,,,,,,,,,,,1732.4935685000382,None,,,,,,,,,,,,,,,,,,,1732.9931530000176,1733.0431662999326,w,0.6894511000718921,1732.9931530000176,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,113,230,8,,,,,,,,,,,,,,,,,,,,,1733.7091785999946,None,,,,,,,,,,,,,,,,,,,1734.2252566999523,1734.2755270999623,q,0.5519555000355467,1734.2252566999523,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,114,231,101,,,,,,,,,,,,,,,,,,,,,1734.8084061000263,None,,,,,,,,,,,,,,,,,,,1735.3076188999694,1735.3575823999709,q,0.6819032999919727,1735.3076188999694,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,1,115,232,57,,,,,,,,,,,,,,,,,,,,,1736.0073030999629,None,,,,,,,,,,,,,,,,,,,1736.5065479000332,1736.5566517999396,q,0.5727554999757558,1736.5065479000332,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,1,116,233,112,,,,,,,,,,,,,,,,,,,,,1737.1062110000057,None,,,,,,,,,,,,,,,,,,,1737.605594499968,1737.6555599999847,q,0.5628896999405697,1737.605594499968,None,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.1886480000103,None,space,1.4492801999440417,1738.1886480000103,None,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.6811808999628,None,space,99.06169470003806,1739.6811808999628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(4, 0)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,0,0,40,,,,,,,,,,,,,,,,,1838.786504299962,None,1839.2836950999917,1839.3337219000096,p,0.6538646999979392,1839.2836950999917,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,,,1839.9661433999427,None,1840.4662320000352,1840.5159998999443,p,0.4019783000694588,1840.4662320000352,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,2,2,60,,,,,,,,,,,,,,,,,1840.898727199994,None,1841.3984567000298,1841.4482217000332,p,0.48841990006621927,1841.3984567000298,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,3,3,22,,,,,,,,,,,,,,,,,1841.914372600033,None,1842.4145221000072,1842.464071800001,p,0.6160021000541747,1842.4145221000072,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,,,,,,,,,,,,,0,4,4,91,,,,,,,,,,,,,,,,,1843.046858799993,None,1843.5463745000307,1843.5963123999536,p,0.5931439999258146,1843.5463745000307,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,5,5,28,,,,,,,,,,,,,,,,,1844.162738999934,None,1844.6621132999426,1844.7121101999655,o,0.49731969996355474,1844.6621132999426,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,1845.1784482999938,None,1845.678091299953,1845.7280431999825,o,0.6697606999659911,1845.678091299953,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,7,7,81,,,,,,,,,,,,,,,,,1846.3771721000085,None,1846.8769127000123,1846.9269113999326,o,0.480158600024879,1846.8769127000123,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,8,8,15,,,,,,,,,,,,,,,,,1847.3769684999716,None,1847.87636679993,1847.9260367000243,o,0.43404119997285306,1847.87636679993,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,1848.3423884999938,None,1848.841563199996,1848.8914057000075,o,0.483489100006409,1848.841563199996,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,10,10,106,,,,,,,,,,,,,,,,,1849.3417036000174,None,1849.841040899977,1849.890990099986,o,0.4212445999728516,1849.841040899977,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,11,11,96,,,,,,,,,,,,,,,,,1850.290702200029,None,1850.7902361999732,1850.8405229999917,o,0.36864570004399866,1850.7902361999732,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,12,12,107,,,,,,,,,,,,,,,,,1851.189872900024,None,1851.6892960999394,1851.7394054000033,o,0.34634450008161366,1851.6892960999394,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,13,13,19,,,,,,,,,,,,,,,,,1852.0557197999442,None,1852.5555567999836,1852.6054468000075,o,0.47935079992748797,1852.5555567999836,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,14,14,89,,,,,,,,,,,,,,,,,1853.0550215999829,None,1853.554539200035,1853.6042769999476,p,0.7634518999839202,1853.554539200035,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,,,,,,,,,,,,,0,15,15,26,,,,,,,,,,,,,,,,,1854.3371743999887,None,1854.836899499991,1854.886723499978,p,0.6200037999078631,1854.836899499991,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,16,16,21,,,,,,,,,,,,,,,,,1855.4858894000063,None,1855.985617200029,1856.0357048999285,p,0.5283152000047266,1855.985617200029,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,17,17,68,,,,,,,,,,,,,,,,,1856.53480699996,None,1857.0348862999817,1857.085108099971,o,0.4716457000467926,1857.0348862999817,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,18,18,77,,,,,,,,,,,,,,,,,1857.5346175000304,None,1858.0341318999417,1858.0836798000382,o,0.49531319993548095,1858.0341318999417,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,19,19,29,,,,,,,,,,,,,,,,,1858.5504531000042,None,1859.0496055999538,1859.0995638000313,o,0.5370820999378338,1859.0496055999538,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,20,20,23,,,,,,,,,,,,,,,,,1859.6159445999656,None,1860.1151517999824,1860.1650429000147,o,0.7102030999958515,1860.1151517999824,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,21,21,110,,,,,,,,,,,,,,,,,1860.8481644999702,None,1861.3475852999836,1861.3977348000044,p,0.5889339999994263,1861.3475852999836,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,22,22,10,,,,,,,,,,,,,,,,,1861.963664699928,None,1862.4637174999807,1862.513368899934,p,0.46068429993465543,1862.4637174999807,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,23,23,62,,,,,,,,,,,,,,,,,1862.9464545999654,None,1863.4461706000147,1863.4957878999412,p,0.44016140000894666,1863.4461706000147,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,24,24,84,,,,,,,,,,,,,,,,,1863.9120134999976,None,1864.4117635999573,1864.4612091999734,p,0.44088449992705137,1864.4117635999573,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(4, 0)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,25,25,1,,,,,,,,,,,,,,,,,1864.8780386999715,None,1865.377505099983,1865.4277798000257,p,0.5240529999136925,1865.377505099983,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,26,26,5,,,,,,,,,,,,,,,,,1865.9270279000048,None,1866.4264645000221,1866.476514399983,o,0.5260805999860168,1866.4264645000221,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,27,27,35,,,,,,,,,,,,,,,,,1866.9760245999787,None,1867.475689599989,1867.525693399948,o,0.4642368999775499,1867.475689599989,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,28,28,93,,,,,,,,,,,,,,,,,1867.95864289999,None,1868.4582308999961,1868.5080260999966,o,0.5538325998932123,1868.4582308999961,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(4, 0)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,29,29,66,,,,,,,,,,,,,,,,,1869.0405986999394,None,1869.5404763999395,1869.5903897000244,o,0.43610990000888705,1869.5404763999395,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,,,,,,,,,,,,,0,30,30,104,,,,,,,,,,,,,,,,,1870.0068699000403,None,1870.5065951999277,1870.5562542999396,o,0.3380818000296131,1870.5065951999277,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,,,,,,,,,,,,,0,31,31,50,,,,,,,,,,,,,,,,,1870.8730060999515,None,1871.3889961999375,1871.4389648999786,o,0.38268110004719347,1871.3889961999375,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,,,,,,,,,,,,,0,32,32,13,,,,,,,,,,,,,,,,,1871.788549299934,None,1872.2882647999795,1872.3379869000055,o,0.4085759000154212,1872.2882647999795,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,,,,,,,,,,,,,0,33,33,18,,,,,,,,,,,,,,,,,1872.7211304999655,None,1873.2204992999323,1873.270566900028,p,0.5437999999849126,1873.2204992999323,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
