stim,pos,size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,text.started,text.stopped,kbRight.started,kbRight.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fix.started,fix.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rest_image.started,rest_image.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,kbLeft.started,kbLeft.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_2.started,image_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_2.started,text_2.stopped,sbj,hndns,eye,sex,age,edu,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.58232009992935,None,72.54963059991132,None,space,12.12683379999362,72.54963059991132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(4, 0)","(7, 7)",0,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.727790899924,None,85.22210070001893,85.27188399992883,p,7.982039300026372,85.22210070001893,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(0, -7)","(10.5, 10.5)",0,1,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.23132829996757,None,93.73111179994885,93.7810657999944,o,0.6388097000308335,93.73111179994885,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
70.bmp,"(0, 0)","(4.375, 4.375)",0,2,2,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.39709129999392,None,94.89641029993072,94.94630279997364,p,5.653928500018083,94.89641029993072,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57523630000651,None,101.0746771999402,101.12454200000502,o,5.024960900074802,101.0746771999402,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(0, 7)","(10.5, 10.5)",0,4,4,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.11998889991082,None,106.61971529992297,106.66960559994914,p,2.869373800000176,106.61971529992297,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,5,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.51734269992448,None,110.01661369996145,110.06684999994468,o,0.5402657999657094,110.01661369996145,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,6,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.58268659992609,None,111.0824685000116,111.13286739995237,p,1.0354476000647992,111.0824685000116,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,7,7,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.14823709998745,None,112.64809609996155,112.69750889996067,o,2.4107775000156835,112.64809609996155,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,8,8,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.07895899994764,None,115.57892629993148,115.6285950000165,o,1.8460352000547573,115.57892629993148,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(2, 6.92)","(7, 7)",0,9,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.44373719999567,None,117.94307749997824,117.99287640000694,p,1.6550873999949545,117.94307749997824,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(0, 0)","(4.375, 4.375)",0,10,10,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62488829996437,None,120.12460979993921,120.17483059992082,o,3.088462400017306,120.12460979993921,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(4, 0)","(7, 7)",0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.23861829994712,None,123.73817679996137,123.78800219995901,p,0.9921665999572724,123.73817679996137,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(0, 0)","(4.375, 4.375)",0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.75389449996874,None,125.25353799993172,125.30358199996408,p,0.9569793000118807,125.25353799993172,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
70.bmp,"(4, 0)","(7, 7)",0,13,13,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.23574629996438,None,126.73576740000863,126.78536079998594,p,1.014438100042753,126.73576740000863,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(-4, 0)","(7, 7)",0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.768053399981,None,128.26761470001657,128.31752819998655,o,1.6891094000311568,128.26761470001657,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(0, 0)","(4.375, 4.375)",0,15,15,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9829607999418,None,130.48233899998013,130.53208269993775,p,1.2015305999666452,130.48233899998013,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(0, -7)","(10.5, 10.5)",0,16,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.71451610000804,None,132.21414589998312,132.26472610002384,o,1.5486366000259295,132.21414589998312,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,17,17,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.77943819994107,None,134.27847479993943,134.32916490000207,p,2.4976943000219762,134.27847479993943,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
70.bmp,"(-4, 0)","(7, 7)",0,18,18,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.7934082999127,None,137.29323710000608,137.3430715999566,p,7.599515300011262,137.29323710000608,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(2, 6.92)","(7, 7)",0,19,19,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.91999979992397,None,145.41913229995407,145.46891109994613,p,3.069902900024317,145.41913229995407,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,20,20,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.51618079992477,None,149.01597599999513,149.06625679996796,o,1.457532300031744,149.01597599999513,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(-4, 0)","(7, 7)",0,21,21,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.49845790001564,None,150.9977492999751,151.04726499994285,o,1.0478774999501184,150.9977492999751,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(-6.06, 3.5)","(10.5, 10.5)",0,22,22,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.063430899987,None,152.56286099995486,152.6141057999339,p,1.3211365999886766,152.56286099995486,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,23,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.911972999922,None,154.41150639997795,154.46116329997312,p,1.0872076000086963,154.41150639997795,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(4, 0)","(7, 7)",0,24,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.52678580000065,None,156.02659069991205,156.07660439994652,p,2.4482238000491634,156.02659069991205,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
70.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,25,25,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.4912192999618,None,158.9907013999764,159.04065179999452,p,0.8166664999444038,158.9907013999764,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(-6.06, 3.5)","(10.5, 10.5)",0,26,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.83970100001898,None,160.33977500000037,160.38965099991765,o,0.9011559000937268,160.33977500000037,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(4, 0)","(7, 7)",0,27,27,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2722188999178,None,161.77175099996384,161.8214741999982,p,2.0579400000860915,161.77175099996384,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(-4, 0)","(7, 7)",0,28,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8532653999282,None,164.35251659993082,164.40258599992376,o,0.4925797999603674,164.35251659993082,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(2, -6.92)","(7, 7)",0,29,29,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.86906850000378,None,165.36839189997409,165.41854149999563,p,0.7028968000086024,165.36839189997409,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,30,30,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1011972000124,None,166.60036599996965,166.6508164999541,p,0.4576327999820933,166.60036599996965,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(-4, 0)","(7, 7)",0,31,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.08355059998576,None,167.5830909999786,167.63345710001886,p,2.5406794999726117,167.5830909999786,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,32,32,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.14779439999256,None,170.64707679999992,170.69724969996605,p,1.5071139999199659,170.64707679999992,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(6.06, -3.5)","(10.5, 10.5)",0,33,33,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.17926070000976,None,172.67856109992135,172.72884120000526,p,3.743219899944961,172.67856109992135,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(2, 6.92)","(7, 7)",0,34,34,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.4422278999118,None,176.94176239997614,176.9917054999387,p,0.5734647000208497,176.94176239997614,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(2, 6.92)","(7, 7)",0,35,35,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.54106279998086,None,178.0407529999502,178.09078640001826,p,0.7150157999712974,178.0407529999502,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(-2, -6.92)","(7, 7)",0,36,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.77351309999358,None,179.2730744999135,179.32296139991377,o,0.4007260000798851,179.2730744999135,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(6.06, -3.5)","(10.5, 10.5)",0,37,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.70588289992884,None,180.20519160002004,180.25548920000438,o,0.9164182000095025,180.20519160002004,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(6.06, -3.5)","(10.5, 10.5)",0,38,38,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.13820059993304,None,181.63773079996463,181.68775799998548,p,1.7085790000855923,181.63773079996463,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,39,39,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.36934799992014,None,183.8690611999482,183.9188605999807,o,1.3386402000905946,183.8690611999482,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(4, 0)","(7, 7)",0,40,40,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.23446309997234,None,185.73404060001485,185.78406039997935,o,1.9265444000484422,185.73404060001485,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(0, -7)","(10.5, 10.5)",0,41,41,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.68243899999652,None,188.18169409991242,188.2319185999222,p,1.1396182000171393,188.18169409991242,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(2, -6.92)","(7, 7)",0,42,42,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.34784569998737,None,189.84711309999693,189.89716489997227,o,0.9466647000517696,189.84711309999693,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(6.06, -3.5)","(10.5, 10.5)",0,43,43,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.81300329999067,None,191.3122476999415,191.36219799995888,p,0.9878181999083608,191.3122476999415,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(-2, -6.92)","(7, 7)",0,44,44,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.32834949996322,None,192.8278333999915,192.87770979991183,o,0.9189439000329003,192.8278333999915,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(-2, -6.92)","(7, 7)",0,45,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.77717639994808,None,194.27652830001898,194.3260782000143,o,0.9496109000174329,194.27652830001898,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(-4, 0)","(7, 7)",0,46,46,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.24247139994986,None,195.7417932000244,195.79167469998356,o,7.307913199998438,195.7417932000244,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
30.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,47,47,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.06894649995957,None,203.56831030000467,203.61833109997679,p,1.2640659000026062,203.56831030000467,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
30.bmp,"(0, -7)","(10.5, 10.5)",0,48,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.8503627999453,None,205.35029019997455,205.40017099992838,o,1.0104691999731585,205.35029019997455,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
70.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,49,49,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.38283279992174,None,206.88199419993907,206.9318775999127,p,0.7802214999683201,206.88199419993907,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(0, 7)","(10.5, 10.5)",0,50,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.68159179994836,None,208.18114919995423,208.23095789994113,p,0.8989313000347465,208.18114919995423,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(-2, 6.92)","(7, 7)",0,51,51,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0968282999238,None,209.5962370999623,209.6465717999963,p,0.7478515999391675,209.5962370999623,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
10.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,52,52,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.36290449998342,None,210.86233059992082,210.9121931999689,o,1.9921339999418706,210.86233059992082,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(6.06, -3.5)","(10.5, 10.5)",0,53,53,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.87726480001584,None,213.37652579997666,213.42655809991993,p,1.547382100019604,213.37652579997666,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
40.bmp,"(2, -6.92)","(7, 7)",0,54,54,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9418457999127,None,215.44138109998312,215.491527199978,p,1.2051916999043897,215.44138109998312,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
30.bmp,"(6.06, -3.5)","(10.5, 10.5)",0,55,55,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.67368799995165,None,217.17329940001946,217.22332849993836,p,0.7084693000651896,217.17329940001946,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(2, 6.92)","(7, 7)",0,56,56,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.9059460000135,None,218.40556270000525,218.45505320001394,o,0.6581050000386313,218.40556270000525,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(0, 7)","(10.5, 10.5)",0,57,57,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.08851479995064,None,219.58797330001835,219.6377579999389,o,0.8212530000600964,219.58797330001835,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(6.06, 3.5)","(10.5, 10.5)",0,58,58,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.4369550999254,None,220.93663619994186,220.98643399996217,p,1.6103848000057042,220.93663619994186,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
80.bmp,"(-2, -6.92)","(7, 7)",0,59,59,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.56865809997544,None,223.06806369998958,223.11796099995263,o,1.3950742000015453,223.06806369998958,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
30.bmp,"(-6.06, 3.5)","(10.5, 10.5)",0,60,60,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4835678000236,None,224.9830080999527,225.03319099999499,p,1.3270560000091791,224.9830080999527,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(-6.06, -3.5)","(10.5, 10.5)",0,61,61,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.33199019997846,None,226.83141179999802,226.8813155000098,o,2.9362037999089807,226.83141179999802,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
60.bmp,"(-6.06, 3.5)","(10.5, 10.5)",0,62,62,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.79578349995427,None,230.29504959995393,230.34503670001868,p,0.9440956999314949,230.29504959995393,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
30.bmp,"(2, -6.92)","(7, 7)",0,63,63,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.2610902999295,None,231.76050859992392,231.81045300001279,o,0.7348217000253499,231.76050859992392,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
20.bmp,"(0, 7)","(10.5, 10.5)",0,64,64,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.52660879993346,None,233.0261535999598,233.0759095000103,p,0.6692231999477372,233.0261535999598,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(2, -6.92)","(7, 7)",0,65,65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.72535720001906,None,234.2250993999187,234.27489949995652,o,0.597769399988465,234.2250993999187,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
50.bmp,"(2, -6.92)","(7, 7)",0,66,66,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.84138879994862,None,235.34086270001717,235.39049229992088,p,0.5970134999370202,235.34086270001717,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
70.bmp,"(-6.06, 3.5)","(10.5, 10.5)",0,67,67,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.95688700000755,None,236.45654409995768,236.50643770000897,o,0.7050670000026003,236.45654409995768,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
0.bmp,"(2, 6.92)","(7, 7)",0,68,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.18911189993378,None,237.68871929997113,237.73841119999997,p,0.6640655000228435,237.68871929997113,None,,,,,,,,,,,,,,,,,,,,,8101992752,r,r,m,23,3,001,2022-03-07_22h08.46.789,HW1,2022.1.1,60.10485892365922,
